Dystans (m),Wysokość (m)
7375.6866670431245,6675.14306640625
7390.957239852738,6661.40185546875
7406.2278126623505,6648.203125
7421.498385471964,6635.546875
7436.768958281577,6621.96728515625
7452.03953109119,6609.00146484375
7467.310103900803,6596.80419921875
7482.580676710416,6585.57373046875
7497.851249520029,6576.0439453125
7513.121822329643,6566.5595703125
7528.392395139255,6557.67431640625
7543.662967948869,6549.08447265625
7558.933540758481,6540.53955078125
7574.204113568095,6532.03955078125
7589.474686377708,6523.61767578125
7604.745259187321,6517.341796875
7620.015831996934,6512.08056640625
7635.286404806548,6507.7705078125
7650.55697761616,6503.7763671875
7665.827550425774,6500.09912109375
7681.098123235386,6496.73828125
7696.3686960449995,6493.69384765625
7711.639268854613,6491.662109375
7726.9098416642255,6490.08056640625
7742.180414473839,6488.63427734375
7757.450987283452,6487.32421875
7772.721560093065,6486.1494140625
7787.992132902678,6485.1103515625
7803.262705712291,6484.22021484375
